Gene	sidak	holm-sidak	holm	simes-hochberg	hommel	fdr_bh	fdr_by	fdr_tsbh	fdr_tsbky	log2FC
Cpm	1.0	1.0	1.0	0.5	0.5	0.367427579941	1.0	0.162409250436	0.172508712838	0.000925
Chst14	1.0	1.0	1.0	0.5	0.5	0.0538541634133	0.569155692049	0.0238044577769	0.0252847443104	-0.067875
Fancd2	1.70526482424e-06	1.65832595322e-06	1.65832771627e-06	1.65832771627e-06	1.60420342355e-06	2.81209664312e-09	2.97195371645e-08	1.24299462777e-09	1.32029057906e-09	0.2701
Prdm4	1.0	1.0	1.0	0.5	0.5	0.246467277316	1.0	0.108942735796	0.115717368776	0.025975
Megf6	1.0	1.0	1.0	0.5	0.5	0.277457983792	1.0	0.122641156067	0.130267628952	0.0158944444444
Ip6k2	1.0	1.0	1.0	0.5	0.5	0.217962462687	1.0	0.0963431220751	0.102334244727	0.068325
Pygo2	2.06129810609e-06	2.00144367302e-06	2.00144484899e-06	2.00135044122e-06	1.93432092033e-06	3.2410367593e-09	3.42527745819e-08	1.43259346725e-09	1.52167967276e-09	-0.247825
Mageb16	1.0	1.0	1.0	0.5	0.5	0.00747370223931	0.0789855398466	0.00330350372408	0.00350893298115	0.0665375
Zfp819	0.882424409045	0.802512779379	1.0	0.5	0.5	0.000404173197625	0.00427148917414	0.000178651439511	0.000189760926758	-0.18095
Trim62	0.508829890152	0.430786490203	0.563490504927	0.5	0.315751258927	0.000156851305926	0.00165767710266	6.93309495966e-05	7.36423131238e-05	-0.173375
Ints8	1.0	1.0	1.0	0.5	0.5	0.468121848008	1.0	0.206917832515	0.219785072923	0.0237
Ap4e1	1.0	1.0	1.0	0.5	0.5	0.281599925678	1.0	0.12447196495	0.132212287172	-0.022475
Galnt7	1.0	1.0	1.0	0.5	0.5	0.230984096659	1.0	0.102098906149	0.108447953763	-0.044175
Sh3tc2	1.0	1.0	1.0	0.5	0.5	0.00683706247195	0.0722572365101	0.00302209810006	0.00321002807362	-0.0899
Trnau1ap	0.00016224135787	0.00015264908867	0.000152660741286	0.000152660741286	0.000141149691865	1.24932602883e-07	1.32034549507e-06	5.5222339032e-08	5.86563548615e-08	-0.17405
2310057J16Rik	0.998762583319	0.991733370655	1.0	0.5	0.5	0.00107898440084	0.0114032058888	0.000476929488526	0.000506587475526	0.11045
Fam98b	1.0	0.999999999946	1.0	0.5	0.5	0.00467858076203	0.0494454040811	0.00206801240883	0.0021966123101	-0.1253
Tbc1d22b	0.138397675512	0.116793238798	0.124195524482	0.124175057191	0.0884459887601	4.09731194182e-05	0.000433022865084	1.81108168684e-05	1.92370428288e-05	-0.182875
Fam181b	0.00692903632005	0.00618778902775	0.00620701174858	0.0062066932933	0.00527903307969	2.96509699613e-06	3.13365156167e-05	1.31062339057e-06	1.39212485444e-06	0.1741375
Scml4	1.0	1.0	1.0	0.5	0.5	0.0105445208561	0.111439370418	0.00466085787223	0.00495069455775	0.109525
Bank1	1.0	1.0	1.0	0.5	0.5	0.0691162773231	0.73045276648	0.0305505721556	0.0324503676047	-0.10055
Trim56	0.119856519524	0.101437611458	0.106958826127	0.106944039796	0.0772954691983	3.59499634106e-05	0.000379935830534	1.58904963303e-05	1.68786510679e-05	-0.15155
Sra1	1.0	1.0	1.0	0.5	0.5	0.407436935387	1.0	0.180094067208	0.191293264642	0.002925
Ccdc155	1.0	1.0	1.0	0.5	0.5	0.0563675607432	0.595718436804	0.0249154222192	0.0264647943718	-0.0797
Tdrkh	1.0	1.0	1.0	0.5	0.5	0.0175164414397	0.185121849788	0.0077425655553	0.00822403905214	-0.102
Prickle3	0.376043234464	0.315172294732	0.378583908275	0.378583908275	0.231384436036	0.000109435987082	0.00115657009626	4.8372570822e-05	5.13806319948e-05	0.119675
Ttc29	1.0	1.0	1.0	0.5	0.5	0.431192503888	1.0	0.190594433225	0.20244659871	-0.021325
Zfp579	0.0892710160496	0.0759313378371	0.0789687313192	0.0789611927702	0.0586686308179	2.74967071239e-05	0.000290597910733	1.2154013028e-05	1.29098135584e-05	-0.210625
Ankrd24	1.0	1.0	1.0	0.5	0.5	0.280166002818	1.0	0.123838146615	0.131539054676	0.014
Pnmal1	1.0	1.0	1.0	0.5	0.5	0.350934978427	1.0	0.155119239571	0.164765370711	0.021425
Otop1	1.0	1.0	1.0	0.5	0.5	0.0779167222718	0.823459936542	0.0344405187618	0.0365822115744	-0.061575
Ccdc37	0.862359672995	0.778617844437	1.0	0.5	0.5	0.000378249606608	0.00399751668156	0.000167192770604	0.00017758969748	0.1252
Tecpr1	1.0	1.0	1.0	0.5	0.5	0.276090346691	1.0	0.122036637167	0.129625517884	0.009575
Epn1	1.0	1.0	1.0	0.5	0.5	0.164506914471	1.0	0.072714859007	0.0772366518402	0.0267
Spata7	1.0	1.0	1.0	0.5	0.5	0.0242057921678	0.255818000312	0.0106993725479	0.0113647158734	-0.09985
2810006K23Rik	0.835023745091	0.747272775715	1.0	0.5	0.5	0.000348250817067	0.0036804756073	0.000153932794518	0.000163505146257	-0.132175
Tmem106c	1.0	1.0	1.0	0.5	0.5	0.132864903597	1.0	0.0587285510951	0.0623806016536	-0.0419
Asphd2	1.0	1.0	1.0	0.5	0.5	0.0080414875956	0.0849861579403	0.00355447452529	0.00377551046834	-0.1204
Aldh3b1	0.0751456592856	0.0641210584131	0.0662690282305	0.0662618725207	0.050000522056	2.35414087354e-05	0.0002487964891	1.04057037513e-05	1.10527852046e-05	-0.223725
Lrrc1	0.0196289919758	0.0172235884942	0.0173736320537	0.0173718161527	0.0141749225828	7.32095053091e-06	7.73711891855e-05	3.23598486644e-06	3.4372154454e-06	-0.161275
Ell3	1.0	1.0	1.0	0.5	0.5	0.01080115356	0.114151583457	0.00477429389976	0.0050711846348	-0.11265
Sult1c1	1.0	1.0	1.0	0.5	0.5	0.0779167222718	0.823459936542	0.0344405187618	0.0365822115744	-0.05895
2610318N02Rik	1.0	1.0	1.0	0.5	0.5	0.0113176426674	0.119610079082	0.00500259088502	0.00531367832877	0.105025
Ntf5	8.85751871849e-09	8.79423334155e-09	8.79401626996e-09	8.79361060448e-09	8.68367525947e-09	5.60588612962e-11	5.92455958357e-10	2.47789718041e-11	2.63198587513e-11	-0.387725
Eif4ebp3	1.0	1.0	1.0	0.5	0.5	0.323299611436	1.0	0.142903936519	0.151790455792	0.097425
Whrn	1.0	1.0	1.0	0.5	0.5	0.432652256323	1.0	0.191239668672	0.203131958295	-0.000374999999998
Akna	1.0	1.0	1.0	0.5	0.5	0.0910950696973	0.962734803584	0.0402655728519	0.0427694982013	0.08755
6530418L21Rik	1.0	1.0	1.0	0.5	0.5	0.0867495382881	0.916809219009	0.0383447739314	0.0407292538894	-0.08095
Dhx33	1.0	1.0	1.0	0.5	0.5	0.426619604238	1.0	0.188573133668	0.200299604103	-0.015325
Ppp1r10	1.0	1.0	1.0	0.5	0.5	0.0118589335602	0.125330691438	0.00524185068194	0.00556781655975	0.127575
Tox3	0.0127647770279	0.0112888176499	0.0113530166474	0.0113524282558	0.00944192060849	5.04612793864e-06	5.33298125355e-05	2.23047452303e-06	2.36917717405e-06	-0.220675
Tmcc2	1.0	1.0	1.0	0.5	0.5	0.480813059106	1.0	0.212527564048	0.225743647103	-0.00535
Igfbpl1	1.0	1.0	1.0	0.5	0.5	0.230984096659	1.0	0.102098906149	0.108447953763	0.053925
Gstm7	1.0	1.0	1.0	0.5	0.5	0.42205977868	1.0	0.186557613083	0.198158747835	0.016025
Thnsl2	1.0	1.0	1.0	0.5	0.5	0.0113176426674	0.119610079082	0.00500259088502	0.00531367832877	-0.2175
BC051070	0.999999999793	0.999999636592	1.0	0.5	0.5	0.00304276142981	0.0321573092508	0.00134495239347	0.00142858861552	0.103475
Zfp74	8.02364175101e-10	8.0026951732e-10	7.99522831101e-10	7.9948611532e-10	7.94125611401e-10	1.31506153289e-11	1.38981781426e-10	5.81279603092e-12	6.174266297e-12	-0.43865
Iqcg	1.0	1.0	1.0	0.5	0.5	0.0638975091471	0.675298412116	0.0282437877063	0.0300001351513	0.0668
Tmem202	1.0	1.0	1.0	0.5	0.5	0.0492693014245	0.520700751284	0.0217778706626	0.0231321333378	-0.04375
Snupn	1.0	1.0	1.0	0.5	0.5	0.378161845071	1.0	0.167153978509	0.177548493089	0.038375
Acsm4	1.0	1.0	1.0	0.5	0.5	0.305654044831	1.0	0.135104295441	0.143505791961	0.031825
Wipi2	0.99666706921	0.983759039329	1.0	0.5	0.5	0.00093938493996	0.00992785425893	0.000415224148372	0.000441044972395	0.0899625
Crybg3	0.999999973748	0.999992443962	1.0	0.5	0.5	0.00245858009067	0.0259834108317	0.0010867342885	0.00115431314905	0.337125
Zkscan2	1.0	1.0	1.0	0.5	0.5	0.442592257848	1.0	0.1956333187	0.207798828618	-0.0205
Zmpste24	1.0	0.999999999853	1.0	0.5	0.5	0.00449224833464	0.0474761568598	0.00198565030126	0.00210912849298	0.0750875
Pcsk9	1.0	1.0	1.0	0.5	0.5	0.45966948976	1.0	0.203181746161	0.215816657047	0.0059
Kirrel	1.0	1.0	1.0	0.5	0.5	0.0321819401232	0.340113618733	0.014224965839	0.0151095491204	-0.065
1700034J05Rik	1.0	1.0	1.0	0.5	0.5	0.384141785924	1.0	0.169797214251	0.180356099147	0.023925
Plekha8	1.0	1.0	1.0	0.5	0.5	0.450991336934	1.0	0.199345854756	0.211742229716	-0.016725
Npm2	0.112609546032	0.0953522486935	0.100209361965	0.10020389023	0.0729929501266	3.38946182908e-05	0.000358213993262	1.49819987691e-05	1.59136583444e-05	0.184725
Homez	0.969389777828	0.924292970353	1.0	0.5	0.5	0.000613275432314	0.006481378244	0.000271078189854	0.000287935259136	0.114075
Hydin	1.0	1.0	1.0	0.5	0.5	0.0407794791308	0.430976385019	0.0180252245622	0.0191461279423	-0.05925
Mogat2	1.0	1.0	1.0	0.5	0.5	0.0055487249105	0.0586414896503	0.00245263094766	0.00260514845499	-0.1329
Catsper3	1.0	1.0	1.0	0.5	0.5	0.00969131631258	0.102422310424	0.00428372692739	0.00455011162488	0.06775
Vsig4	1.0	1.0	1.0	0.5	0.5	0.0290975124044	0.30751596088	0.0128615962359	0.0136613980161	-0.1955
BC051628	1.0	1.0	1.0	0.5	0.5	0.0360004862836	0.380469779609	0.015912828301	0.0169023717581	-0.088775
Wdyhv1	0.99999999999	0.999999944511	1.0	0.5	0.5	0.00339595554819	0.0358900279514	0.0015010702114	0.00159441466144	-0.114225
Ubn2	1.0	1.0	1.0	0.5	0.5	0.249026478202	1.0	0.110073946191	0.116918923789	0.02205
Agfg2	1.0	1.0	1.0	0.5	0.5	0.0227055071448	0.23996229471	0.0100362210064	0.0106603260771	0.066
Aasdh	0.823436050769	0.734350727732	1.0	0.5	0.5	0.000336895918172	0.00356047178719	0.000148913735746	0.000158173975981	-0.129225
Kif20b	1.0	1.0	1.0	0.5	0.5	0.00887766597025	0.0938232775117	0.0039240796134	0.00416809954708	-0.07585
Lrrc8a	0.986014308929	0.956292206315	1.0	0.5	0.5	0.000731198301025	0.00772764162822	0.000323202106952	0.000343300515872	-0.113175
Trim36	0.999999999978	0.999999909098	1.0	0.5	0.5	0.00330257756797	0.0349031662941	0.00145979555319	0.00155057332765	-0.10355
Ggn	1.0	1.0	1.0	0.5	0.5	0.15818346588	1.0	0.0699197869931	0.0742677675303	0.043325
Abcc12	1.0	1.0	1.0	0.5	0.5	0.104122058887	1.0	0.0460237240231	0.0488857215335	-0.065225
Mtdh	1.0	1.0	1.0	0.5	0.5	0.0644650037356	0.681295957242	0.0284946299832	0.0302665761218	0.053
Cplx4	1.0	1.0	1.0	0.5	0.5	0.0302624934864	0.319828019446	0.0133765377227	0.0142083612761	0.088475
Hapln4	1.0	1.0	1.0	0.5	0.5	0.0259982752327	0.274761789884	0.0114916806023	0.0122062938148	-0.122475
Hapln3	1.0	1.0	1.0	0.5	0.5	0.00719007475988	0.0759880335424	0.00317813554583	0.00337576874942	-0.129275
Prss33	0.281377817743	0.2356563653	0.268735774089	0.268670933896	0.173032352692	8.08805682921e-05	0.000854783231268	3.57505891997e-05	3.79737490908e-05	0.15325
Tnfrsf14	1.0	1.0	1.0	0.5	0.5	0.335037192916	1.0	0.148092147515	0.157301297067	-0.01585
Gadl1	1.0	1.0	1.0	0.5	0.5	0.198467400491	1.0	0.0877259724349	0.0931812353462	-0.027475
Vac14	1.0	1.0	1.0	0.5	0.5	0.0121307274643	0.128203135049	0.00536198821829	0.00569542488073	-0.103525
6430573F11Rik	1.0	1.0	1.0	0.5	0.5	0.229693882163	1.0	0.101528609359	0.107842192916	-0.07035
Rhbdf2	1.0	1.0	1.0	0.5	0.5	0.182189295343	1.0	0.0805307726185	0.0855386001169	-0.025175
C79407	1.21251527707e-08	1.20296353989e-08	1.20292931187e-08	1.20292931187e-08	1.18643637467e-08	6.97671445471e-11	7.37331432154e-10	3.08382665578e-11	3.27559523598e-11	-0.351625
Zbed4	1.0	1.0	1.0	0.5	0.5	0.0910950696973	0.962734803584	0.0402655728519	0.0427694982013	-0.043875
Tspan18	1.0	1.0	1.0	0.5	0.5	0.0633304020108	0.669304961765	0.0279931166899	0.0297338760911	-0.05425
A430005L14Rik	1.0	1.0	1.0	0.5	0.5	0.0199868461075	0.211230228216	0.00883452650835	0.00938390388728	0.086825
Rimklb	1.0	1.0	1.0	0.5	0.5	0.410384431116	1.0	0.181396910539	0.192677125631	-0.035
Fbll1	1.0	1.0	1.0	0.5	0.5	0.0118589335602	0.125330691438	0.00524185068194	0.00556781655975	0.13675
Jph4	1.0	1.0	1.0	0.5	0.5	0.0244551662092	0.258453500451	0.010809600123	0.0114817979796	-0.1062
Dmrt3	1.0	1.0	1.0	0.5	0.5	0.403031910344	1.0	0.178146971088	0.189225087832	-0.0022
Gpr176	1.0	1.0	1.0	0.5	0.5	0.34642040266	1.0	0.153123720164	0.162645759399	-0.031625
Aftph	1.0	1.0	1.0	0.5	0.5	0.0479251913613	0.506495574845	0.0211837511142	0.0225010683074	-0.042775
Chst2	1.0	1.0	1.0	0.5	0.5	0.181120438899	1.0	0.0800583198597	0.0850367677577	-0.050425
2900083I11Rik	1.0	1.0	1.0	0.5	0.5	0.17667328591	1.0	0.0780926024695	0.0829488117091	0.04725
Ddrgk1	1.0	1.0	1.0	0.5	0.5	0.211626778627	1.0	0.0935426417756	0.0993596158158	0.00962499999999
Nanos1	1.0	1.0	1.0	0.5	0.5	0.0244551662092	0.258453500451	0.010809600123	0.0114817979796	0.078325
Col14a1	0.281403297997	0.2356563653	0.268735774089	0.268670933896	0.173050920863	8.08805682921e-05	0.000854783231268	3.57505891997e-05	3.79737490908e-05	-0.214825
2610028H24Rik	1.0	1.0	1.0	0.5	0.5	0.0534002123967	0.564358127876	0.0236038036934	0.0250716124993	0.091825
B230219D22Rik	1.0	1.0	1.0	0.5	0.5	0.323299611436	1.0	0.142903936519	0.151790455792	-0.007175
Myo15b	1.0	1.0	1.0	0.5	0.5	0.142175447618	1.0	0.0628439701822	0.0667519391704	0.0896
Vrk1	1.0	1.0	1.0	0.5	0.5	0.0933488584149	0.986553884524	0.0412617858644	0.0438276609847	0.040875
Zbtb24	1.0	1.0	1.0	0.5	0.5	0.104937219322	1.0	0.0463840388236	0.0492684426056	0.044675
Ubap2l	1.0	1.0	1.0	0.5	0.5	0.33774453376	1.0	0.149288838294	0.158572404381	-0.00915
Ccdc116	1.0	1.0	1.0	0.5	0.5	0.274820557213	1.0	0.121475368584	0.129029346665	-0.03795
Trim69	1.0	1.0	1.0	0.5	0.5	0.0231934147072	0.245118727356	0.0102518844618	0.0108894006218	0.079725
4930563P21Rik	1.0	1.0	1.0	0.5	0.5	0.0399949640665	0.422685267192	0.0176784555375	0.0187777949936	0.086075
Efcab3	1.0	1.0	1.0	0.5	0.5	0.243809917826	1.0	0.107768137627	0.114469727907	-0.0162
Btbd10	1.0	1.0	1.0	0.5	0.5	0.119176585117	1.0	0.0526780811106	0.055953881585	-0.077125
Csl//Csl	0.000353216745078	0.000329067902762	0.000329122054787	0.000329105874557	0.00030085519329	2.36307115659e-07	2.49740282691e-06	1.04451771239e-07	1.10947132394e-07	0.289675
Tmem106b	1.0	1.0	1.0	0.5	0.5	0.00993794363228	0.105028781938	0.00439274040465	0.0046659041342	0.082025
Lrrc15	1.0	1.0	1.0	0.5	0.5	0.0152664209069	0.161342592767	0.00674801814475	0.00716764544654	0.1052
Pelo	1.0	1.0	1.0	0.5	0.5	0.0185080577768	0.195601709595	0.00818087687112	0.00868960687363	0.0640625
Serpina3f	1.0	1.0	1.0	0.5	0.5	0.238641904756	1.0	0.105483787799	0.112043325178	-0.069925
C2cd2l	1.0	1.0	1.0	0.5	0.5	0.101682333916	1.0	0.0449453240186	0.0477402609381	-0.0585
Acat3	1.0	1.0	1.0	0.5	0.5	0.0119919487119	0.126736457045	0.00530064564526	0.00563026770349	-0.091725
Sympk	1.0	1.0	1.0	0.5	0.5	0.0479251913613	0.506495574845	0.0211837511142	0.0225010683074	0.0513
1700058C13Rik	1.0	1.0	1.0	0.5	0.5	0.0197554232203	0.208784444174	0.00873223364933	0.00927524991963	-0.08385
Mrps7	1.0	1.0	1.0	0.5	0.5	0.373607210866	1.0	0.165140752591	0.175410074181	-0.000850000000002
4930511I11Rik	0.0127666014953	0.0112892687017	0.0113534728488	0.0113528843725	0.00944327884747	5.04612793864e-06	5.33298125355e-05	2.23047452303e-06	2.36917717405e-06	0.21665
Gmfb	1.0	1.0	1.0	0.5	0.5	0.20079518126	1.0	0.0887548911945	0.0942741376923	-0.046825
Ugt2a1	0.234472191767	0.196549795966	0.218838730544	0.218812819205	0.145464183301	6.74939477928e-05	0.000713307238112	2.98334748625e-05	3.16886774259e-05	-0.117325
Flnb	1.0	1.0	1.0	0.5	0.5	0.469468025043	1.0	0.2075128657	0.220417108405	-0.000549999999997
Grrp1	1.0	1.0	1.0	0.5	0.5	0.301544871786	1.0	0.133287970945	0.141576518843	-0.0203
Acbd4	1.0	1.0	1.0	0.5	0.5	0.0121307274643	0.128203135049	0.00536198821829	0.00569542488073	-0.102025
Rraga	1.0	1.0	1.0	0.5	0.5	0.17667328591	1.0	0.0780926024695	0.0829488117091	0.0597
Dhx38	1.0	1.0	1.0	0.5	0.5	0.0259982752327	0.274761789884	0.0114916806023	0.0122062938148	0.08475
Tmem121	0.00118445550902	0.00108762090674	0.00108821276643	0.00108815848606	0.000971075737797	6.6169929055e-07	6.99314396087e-06	2.92482360222e-07	3.10670453527e-07	-0.1952
Nrap	1.0	1.0	1.0	0.5	0.5	0.333681861028	1.0	0.147493067728	0.156664963345	0.00375
Polq	8.00558923841e-06	7.70786489068e-06	7.7078936048e-06	7.7078936048e-06	7.37863433085e-06	9.81444334936e-09	1.03723573862e-07	4.33815117544e-09	4.60792025926e-09	0.254025
Trmt61a	1.0	1.0	1.0	0.5	0.5	0.122770840633	1.0	0.0542668032863	0.0576413988714	-0.062875
Usp6nl	0.969484883586	0.924371366786	1.0	0.5	0.5	0.000613275432314	0.006481378244	0.000271078189854	0.000287935259136	0.1360875
Chn2	1.0	1.0	1.0	0.5	0.5	0.16783365906	1.0	0.0741853367951	0.0787985716804	-0.025325
Prap1	1.0	1.0	1.0	0.5	0.5	0.142175447618	1.0	0.0628439701822	0.0667519391704	0.053625
Clec2e	1.0	1.0	1.0	0.5	0.5	0.446628757886	1.0	0.197417520489	0.209693981469	0.011625
Ric8b	1.0	1.0	1.0	0.5	0.5	0.0611531424247	0.646294676061	0.0270307308574	0.0287116440399	0.0645
BC051076	0.999999953547	0.999989225018	1.0	0.5	0.5	0.00239337213126	0.0252942629754	0.00105791125945	0.00112369775228	0.118225
Il22ra2	1.0	1.0	1.0	0.5	0.5	0.485861357145	1.0	0.214758997793	0.228113843148	-0.003125
Lrrtm4	1.0	1.0	1.0	0.5	0.5	0.145908919369	1.0	0.064494228306	0.0685048190342	0.0385
Impg2	0.0170201349039	0.0149753616893	0.0150886186778	0.0150870462096	0.0123855458304	6.47582050394e-06	6.84394644148e-05	2.86242299549e-06	3.04042353023e-06	-0.316025
Wscd1	1.0	1.0	1.0	0.5	0.5	0.00649991874114	0.0686941457245	0.00287307482691	0.00305173774862	-0.139975
Fbxo34	1.0	1.0	1.0	0.5	0.5	0.0242057921678	0.255818000312	0.0106993725479	0.0113647158734	0.0689
Eif4g3	1.0	1.0	1.0	0.5	0.5	0.144029787312	1.0	0.0636636199208	0.0676225590458	0.07055
Pip4k2b	0.998249874697	0.98954708957	1.0	0.5	0.5	0.00103042999912	0.010890060528	0.000455467615713	0.000483790990449	0.113575
Map3k11	1.0	1.0	1.0	0.5	0.5	0.168941963371	1.0	0.0746752261835	0.0793189249705	-0.01335
4833413D08Rik	0.877570003691	0.796669241211	1.0	0.5	0.5	0.000397510568446	0.0042010754293	0.000175706443898	0.000186632795811	0.185075
Rnf168	1.0	1.0	1.0	0.5	0.5	0.0158013586541	0.166996062144	0.0069844697431	0.00741880085037	-0.056875
Ttc28	1.0	1.0	1.0	0.5	0.5	0.288499836585	1.0	0.127521843129	0.135451822836	0.0198416666667
Brpf1	1.0	1.0	1.0	0.5	0.5	0.401654983439	1.0	0.177538345936	0.188578615163	0.016125
Atg2b	1.0	1.0	1.0	0.5	0.5	0.276090346691	1.0	0.122036637167	0.129625517884	0.0171375
Cblc	1.0	1.0	1.0	0.5	0.5	0.180081197818	1.0	0.0795989575954	0.0845488399289	0.040175
Acad11	1.0	1.0	1.0	0.5	0.5	0.397522069232	1.0	0.175711527442	0.186638195476	-0.01325
Mppe1	9.76896515903e-08	9.62802790827e-08	9.62811875697e-08	9.62722390881e-08	9.43080473811e-08	3.07203061065e-10	3.24666394831e-09	1.35788987008e-10	1.44233061255e-10	-0.3521
Kcng4	1.0	1.0	1.0	0.5	0.5	0.0134689390635	0.142345973793	0.0059535005451	0.00632372055879	0.096125
Pqlc1	1.0	1.0	1.0	0.5	0.5	0.265131503786	1.0	0.117192641891	0.124480297474	-0.033075
Bdh1	0.413665290849	0.34767276334	0.427203723432	0.427119643177	0.255097185675	0.000122130272595	0.00129072917325	5.39836612993e-05	5.73406496248e-05	-0.191325
Fam76b	0.93187555183	0.866383859372	1.0	0.5	0.5	0.000489772565516	0.00517614286075	0.000216487818531	0.000229950171063	0.1295
Wnk3	1.0	1.0	1.0	0.5	0.5	0.134694221704	1.0	0.0595371408659	0.0632394737942	-0.049625
2310015D24Rik	0.984895263371	0.953852386983	1.0	0.5	0.5	0.000719876751591	0.00760799026062	0.00031819778921	0.000337985003301	0.178525
Gm705	3.88471081109e-05	3.69558507656e-05	3.69565331494e-05	3.69565331494e-05	3.48890596759e-05	3.64579424169e-08	3.85304387476e-07	1.61150317058e-08	1.71171492354e-08	-0.3541
LOC638407	1.0	1.0	1.0	0.5	0.5	0.147859416085	1.0	0.065356381086	0.069420585014	0.09915
Tbc1d5	0.000908979904537	0.000837279047023	0.000837629744542	0.000837629744542	0.000751330265118	5.26757114696e-07	5.56701267191e-06	2.32835619398e-07	2.47314564272e-07	-0.177725
Fam168b	0.999999769522	0.999969998092	1.0	0.5	0.5	0.00219267261103	0.023173177676	0.000969198652059	0.00102946852783	-0.073075
Atp2c1	1.0	1.0	1.0	0.5	0.5	0.0746474657006	0.788908921944	0.0329954516569	0.0350472825876	0.03895
Rsrc1	1.0	0.999999999626	1.0	0.5	0.5	0.00432261056491	0.0456833464972	0.0019106675168	0.00202948288415	0.1398
Samd4b	1.0	1.0	1.0	0.5	0.5	0.0206051024743	0.217764247278	0.0091078063561	0.00967417771499	-0.08285
Fam83e	1.0	0.999999999993	1.0	0.5	0.5	0.00506039988374	0.0534806450482	0.00223678296592	0.00237587790914	-0.103775
Fam38a	1.0	1.0	1.0	0.5	0.5	0.320440284322	1.0	0.141640065219	0.150447990319	0.02785
Fat1	1.0	1.0	1.0	0.5	0.5	0.0617050147518	0.652127117906	0.0272746678286	0.0289707502964	0.11325
Nucks1	1.0	1.0	1.0	0.5	0.5	0.266463651714	1.0	0.117781473971	0.125105746234	0.02055
Fam148b	1.0	1.0	1.0	0.5	0.5	0.416414337676	1.0	0.184062231974	0.195508190788	-0.025225
Lrfn4	1.0	1.0	1.0	0.5	0.5	0.273411488256	1.0	0.120852536098	0.128367783175	-0.029975
Il22ra1	1.0	1.0	1.0	0.5	0.5	0.0136231916986	0.143976186941	0.00602168283791	0.0063961427856	0.214225
Glrx5	1.0	1.0	1.0	0.5	0.5	0.420614706571	1.0	0.185918866589	0.197480280721	0.01185
Llgl1	0.00476181103646	0.00428042655236	0.00428961333446	0.00428961333446	0.00368821050687	2.15466204435e-06	2.27714644376e-05	9.52397333975e-07	1.01162241531e-06	-0.1527
Arhgap11a	0.00166714477572	0.00152177338271	0.00152293239722	0.00152288102537	0.00135002088489	8.74953300888e-07	9.24691091488e-06	3.86744266139e-07	4.10794061116e-07	-0.366275
Alkbh8	1.0	1.0	1.0	0.5	0.5	0.212864631219	1.0	0.0940897937115	0.0999407925402	0.05745
Hmgxb4	0.0552357229416	0.0474691796718	0.0486327519254	0.0486275472217	0.0374741703536	1.80162960056e-05	0.000190404543889	7.96350978976e-06	8.45872276254e-06	-0.15385
Zfp454	1.0	1.0	1.0	0.5	0.5	0.473712015602	1.0	0.209388781834	0.222409678883	0.0048
Numa1	1.0	1.0	1.0	0.5	0.5	0.0492693014245	0.520700751284	0.0217778706626	0.0231321333378	0.042725
Hsfy2	1.0	1.0	1.0	0.5	0.5	0.109053932751	1.0	0.0482036962983	0.0512012559639	0.06005
4933411K16Rik	1.0	1.0	1.0	0.5	0.5	0.0752868299565	0.795666018934	0.0332780615513	0.0353474666533	-0.073925
Ddx10	0.000145052585551	0.000136616009588	0.000136625342353	0.000136618698444	0.000126546532571	1.13729621985e-07	1.20194721457e-06	5.02704306027e-08	5.33965106904e-08	0.27345
Camta2	1.0	1.0	1.0	0.5	0.5	0.122770840633	1.0	0.0542668032863	0.0576413988714	0.025125
Bsdc1	1.0	1.0	1.0	0.5	0.5	0.0208312983731	0.220154790092	0.00920778879725	0.00978037759082	-0.06245
Zfyve20	1.0	1.0	1.0	0.5	0.5	0.35722802651	1.0	0.157900874043	0.167719981861	-0.00605
Baiap2l2	0.0105154749738	0.00932619064237	0.00936994958688	0.00936849710671	0.00785646524809	4.25180491721e-06	4.49350396838e-05	1.87937021416e-06	1.99623935042e-06	-0.19905
Cstl1	0.34634675331	0.290102325188	0.342631103587	0.342627958967	0.212801269428	0.000100276917972	0.00105977282029	4.43241062264e-05	4.70804125524e-05	-0.209125
4833427G06Rik	1.0	1.0	1.0	0.5	0.5	0.0385082884872	0.406973392482	0.017021319602	0.0180797948853	-0.05875
BC048502	1.0	1.0	1.0	0.5	0.5	0.0497385998174	0.525660513625	0.021985308548	0.0233524708033	-0.05845
Dnajb13	1.0	1.0	1.0	0.5	0.5	0.0121307274643	0.128203135049	0.00536198821829	0.00569542488073	0.08145
Elac2	0.515797353949	0.437096796926	0.574638052399	0.5	0.320003641434	0.000159659386109	0.00168735419202	7.05721688805e-05	7.49607179587e-05	0.09715
Dixdc1	1.0	1.0	1.0	0.5	0.5	0.109053932751	1.0	0.0482036962983	0.0512012559639	-0.03705
Kdm5b	1.0	1.0	1.0	0.5	0.5	0.177671552887	1.0	0.0785338534813	0.0834175020324	-0.0478
Mapk15	0.00659178748185	0.00589253343822	0.0059099620209	0.0059096591168	0.00503335753684	2.83974755559e-06	3.00117647886e-05	1.25521680219e-06	1.33327279264e-06	0.249825
Gmeb1	4.86266626964e-09	4.83549555952e-09	4.83444144423e-09	4.83444144423e-09	4.7830064786e-09	3.95252539127e-11	4.17721153172e-10	1.74708356468e-11	1.85572642048e-11	0.4311
